,Title,IMDB_id,Date of release,Genre,IMDB_rating,IMDB_Votes,Cast & Crew,Plot_keywords,Plot_summary
17,Dilwale Dulhania Le Jayenge (1995),tt0112870,19 October 1995,"Drama, Romance",8.1,66K,"Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal, Anupam Kher, Parmeet Sethi, Mandira Bedi, Satish Shah, Himani Shivpuri, Pooja Ruparel, Achala Sachdev, Damyanti Puri, Lalit Tiwari, Hemlata Deepak, Mohit Kumar, Mansoor Merchant, Govind Khatri, Rajesh Bhatija, Shanker Iyer, Baby Nupur, Baby Raashi, Arjun Sablok, Karan Johar, Pallavi, Anaita Shroff, Tulika, Uday Chopra, Surendra Rahi, ","india, trip, arranged marriage, switzerland, family relationships, father dislikes daughter's boyfriend, nri, wedding, britain, domineering father, train, patriarchy, mandolin, tradition, one last fling, feminism, cow bell, cognac, local blockbuster, evergreen, famous line, record holder, desi, dove, mustard, college student, ","When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt."
18,Kal Ho Naa Ho (2003),tt0347304,27 November 2003,"Comedy, Drama, Musical",7.9,66K,"Shah Rukh Khan, Preity Zinta, Saif Ali Khan, Jaya Bachchan, Sushma Seth, Reema Lagoo, Lillete Dubey, Delnaaz Irani, Rani Mukerji, Athit Naik, Jhanak Shukla, Sonali Bendre, Satish Shah, Sulabha Arya, Rajpal Yadav, Ketki Dave, Kamini Khanna, Simone Singh, Shoma Anand, Sanjay Kapoor, Michael Pinkhas, Anaita Shroff, Zohra Sehgal, Achala Sachdev, Deepesh Bhatt, Dodo Bhujwala, Kanika Shivpuri, Ella Atal, Dara Singh, Freya Adams, Ramon Christian, Susanna Harris, Nadir Hasan, Karan Johar, Farah Khan, Hernan Lucero, Tracy Pendergast, Bev Reese, Stefanie Samuels, Daljit Kaur Soundh, Andrew Vannata, Toni Vitale, Stephen Walker, Steve West, Hu Xin, Kathryn Berman, Michael Borak, Uday Chopra, Joseph Gatt, Kajol, Nikolett Lemmon, Michael Sercerchi, ","homosexual overtones, gay joke, neighbor, reverse footage, breaking the fourth wall, self narration, mother daughter relationship, joy of life, dysfunctional family, tragic ending, gay slur, melodrama, fast motion scene, restaurant, new york, flowerpot, toothbrush, snow, punjabi, meaning of life, marriage proposal, love triangle, jogging, indian food, family discord, falling in love, engagement, engagement ring, emotional depression, dinner table, dinner guest, diary, courtship, brother sister relationship, bhangra, basketball, basketball court, adopted daughter, disco, wedding, indian wedding, terminal illness, heart disease, cancer, title spoken by character, ","Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Nain... Read all"
19,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
20,Gunday (2014),tt2574698,13 February 2014,"Action, Drama, Musical",2.4,58K,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra Jonas, Irrfan Khan, Karan Aanand, Victor Banerjee, Prasanjit Chatterjee, Diwakar Dhayani, Darshan Gurjar, Uttam Halder, Susanta Joddar, Jayesh V. Kardak, Elly Meyers, Ajay Pathania, Deepraj Rana, Anant Vidhaat Sharma, Saurabh Shukla, Gautam Siddhartha, Amritpal Singh, ","coal, 1970s, no title at beginning, gangster, fight on train roof, train robbery, train, two man army, friendship, love triangle, ","The lives of Calcutta's most powerful Gunday, Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds."
21,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
22,Children of Heaven (1997),tt0118849,  1997,"Drama, Family, Sport",8.3,70K,"Mohammad Amir Naji, Amir Farrokh Hashemian, Bahare Seddiqi, Nafise Jafar-Mohammadi, Fereshte Sarabandi, Kamal Mirkarimi, Behzad Rafi, Dariush Mokhtari, Mohammad-Hasan Hosseinian, Masume Dair, Kambiz Peykarnegar, Hasan Roohparvari, Abbas-Ali Roomandi, Jafar Seyfollahi, Qolamreza Maleki, Zahra Mirzai, Sara Zamani, Mohammad Haj-Hosseini, Kazem Asqarpoor, Mohammad-Hossein Shahidi, Seyd-Ali Hosseini, Haj-Ali Salimi, Ahmad Pourmokhber, Golnaz Tariqat, Mash-Ebrahim Safari, Davud Shams, Azade Qale Noi, Faramarz Safarizadeh, Hossein Ahamdloo, Siamak Haj-Amini, Soheil Haj-Amini, Rahman Kharazchi, Jamshid Yusefi, Javad Kazemi, Mohammad Oskooi, Reza Dehghan, Ali Chaharian, Amir-Ali Kazemi, Navid Feyzabadi, Pasha Shoja Zadeh, Moshen Qadiri Nejad, Amir Hossein Tavakkoli, Hadi Maleki, Mohammad Hossein Mortavazi, Seyed Karym Alikhani, Christopher Maleki, ","slow motion scene, race, lost shoe, late for school, poverty, tehran iran, running, father son relationship, family relationships, brother sister relationship, bicycle accident, neorealism, cobbler the shoemaker, low budget film, watching television, subtitled scene, shoe, school, gardening, class, hijab, school recess, schoolyard, little girl, bicycling, blackboard, little boy, video camera, long distance race, listening to the radio, bullhorn, trophy, underwater scene, salt, gutter, fingernail, brake failure, ramsar iran, time watch, holiday camp, goldfish, ceremony, soccer, garbage collector, laundry, baby, rug, tea, coupon, pencil, ballpoint pen, socks, soaking feet, victory, winner, blister, slipper, jumping, river, bridge, lake, water, racing, friend, distance running, photographer, camera, long distance runner, secret, love, promise, commitment, perseverance, liar, lie, neighbor, landlord, storm, lightning, rain, honor, shoe repair, trust, mosque, husband wife relationship, classroom, teacher student relationship, crying, street life, religion, iranian, iran, urban setting, search, relay race, prize, mother son relationship, mother daughter relationship, intrigue, girl, father daughter relationship, competition, child's point of view, boy, bicycle, schoolteacher, sneakers, principal, potato, lateness, illness, grocer, friendship, dog, bubble, bakery, sugar, koi pond, gardener, foot race, blind man, ","After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair."
23,Bhaag Milkha Bhaag (2013),tt2356180,11 July 2013,"Biography, Drama, Sport",8.2,64K,"Farhan Akhtar, Sonam Kapoor, Pawan Malhotra, Art Malik, Divya Dutta, Japtej Singh, Yograj Singh, Siddharth Bhardwaj, Jass Bhatia, Rebecca Breeds, Divjot Singh Chandhok, Chinmay Chandraunshuh, Chandan Gill, Dev Gill, Shveta Grover, Sumit Gulati, Sanjay Gurbaxani, Hikaru Ito, Shanta Kumar, Marcel Alexander Larsen, Shelley Marshall, Rakeysh Omprakash Mehra, Poorva Neeraj, Diana Pinto, Sahidur Rahaman, K.K. Raina, Prakash Raj, Yash Saxena, Meesha Shafi, Nawab Shah, Geeta Agrawal Sharma, Shriswara, Bharat Singal, Dalip Tahil, Herry Tangiri, Richard White, Preity Üpala, Ranjit Batra, ","sikh, athlete, runner, running, patriotism, ball, boot camp, army, switchblade, first love, train, three word title, repetition in title, based on true story, character name in title, ",The truth behind the ascension of Milkha Singh who was scarred because of the India-Pakistan partition.
24,Kahaani (2012),tt1821480,8 March 2012,"Mystery, Thriller",8.1,60K,"Vidya Balan, Parambrata Chattopadhyay, Indraneil Sengupta, Nawazuddin Siddiqui, Dhritiman Chatterjee, Saswata Chatterjee, Darshan Jariwala, Sk. Azad Ahmed, Masood Akhtar, Mohd. Faiz Alam, Roshni Ali, Anindya Pulak Banerjee, Kamalika Banerjee, Dibyendu Bardhan, Paresh Bhowmick, Pamela Singh Bhutoria, Colleen Blanche, Mita Chakraborty, Mithun Chakraborty, Abir Chatterjee, Kalyan Chatterjee, Phalguni Chatterjee, Rumki Chatterjee, Vishal Chowdhury, Saurav Das, Shaubhik Das, DJ Farman, Nitya Ganguly, Shankar Ghoshal, Taranjit Kaur, Bhaskar Majumdar, Kharaj Mukherjee, Rwitobroto Mukherjee, Santilal Mukherjee, Kunal Padhy, Debdas Saha, Debashish Sarkar, Riddhi Sen, Arindam Sil, Nandadulal Tripathi, Amit Vasudeva, ","durga puja festival, missing husband, female protagonist, terrorism, actress shares first name with character, man wears eyeglasses, crying woman, first part, police station, police, twist, f rated, vomiting, investigation, grief, hotel, attempted murder, police officer, computer, school, chase, computer cracker, kolkata india, one word title, subway, pregnancy, surprise ending, ","A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him."
25,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
26,Andhadhun (2018),tt8108198,4 October 2018,"Crime, Drama, Music",8.2,81K,"Ayushmann Khurrana, Tabu, Radhika Apte, Anil Dhawan, Manav Vij, Ashwini Kalsekar, Chhaya Kadam, Zakir Hussain, Rashmi Agdekar, Abhishek Shukla, Mohini Kewalramani, Nikitasha Kapoor, Saumin Patel, Hera Sajid, Abhishek Anand, Vishal Bajaj, Yogesh Chandekar, Rahul Gajjal, Suchitra Mohite, Pratik Nandkumar More, Pankaj Poal, Mahesh Rale, Kabir Sajid, Swapnil Sawant, Surabhi Sharma, Gopal Singh, Hemendra Pratap Singh, Pawan Singh, Akash Soni, Franco Vaz, Jaydutt Vyas, ","blind, neo noir, pianist, murder, blackmail, love, rabbit, hunter, affair, police, star, bar, living alone, pretending to be blind, singer, kiss, policeman, surprise, black glasses, pet, cat, coffee, rickshaw driver, lottery, police station, daughter, funeral, rickshaw, scream, operation, kidney transplant, kidney sell, tattoo, funeral song, blood, shotgun, video clip, evidence, breakup, road, field, hunting, wheelchair, kidnapping, neighbor, husband wife relationship, sex scene, wedding anniversary, surprise ending, trapped in an elevator, blood test, europe, fake blind man, car accident, female antagonist, unfaithful, liar revealed, dead body, ","A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of."
27,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
28,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
29,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
30,Jab Tak Hai Jaan (2012),tt2176013,13 November 2012,"Drama, Romance",6.7,53K,"Shah Rukh Khan, Katrina Kaif, Anupam Kher, Susan Fordham, Anushka Sharma, Rishi Kapoor, Julia St John, Sharib Hashmi, Andrew Bicknell, Lucy Phelps, Neetu Singh, Kumud Pant, Atul Sharma, Vic Waghorn, Lee Nicholas Harris, Sarika, Abbie Murphy, Nick Thomas-Webster, Varun Thakur, Steve Box, Gireesh Sahdev, Paul Blackwell, Chris Cowlin, Nigel Genis, Natasha Jenssen, Bharat Mistri, Katy Kartwheel, Manoj Bakshi, Vinita Sharma, Taj Gill, Kishore Bhatt, John Duggan, Gino Picciano, Julie Vollono, Hannah Blamires, Pamela Betsy Cooper, June Smith, Anick Wiget, Santi Scinelli, Anusha Prakash, Richard Herdman, Narin Oz, Mike Parish, Jasmine Jardot, Matthew David McCarthy, Benjayx Murphy, Laura Bernardeschi, Gary Wronecki, Jon Wennington, Rudy Valentino Grant, Marco Flammer, Stuart Bailey, Kris Sommerville, Melissa Hollett, Tom Swacha, Robby Haynes, Darren Charles, Ginny Dee, Claire Greasley, Martin Polak, James Michael Rankin, Dolly Jagdeo, Jay Conroy, Jas Dhillon, Camilla Talarowska, Susana Rodrigues, David Clement-Horton, Jon L. Morris, Naj Modak, Chonradee Kulthap, Jaspal Badwell, Silvia Crastan, Gerald Tomkinson, Martin Crossingham, Shaun Lucas, Kyriakos Georgiou, Steven Baker, Carrie-Louise Knight, Lauren Ingram, Iola Nguyen, Ignacio Guirado, Ricky Rajpal, Peter Dewhirst, Stephanie Aslan, Amarinder Sodhi, Natalie Jeanette, Mark Fox, Richard Broom, Julia Niewiadomska, Magnus Emaka Einang, Varun Thajur, Goldie Green, Tom Baines Maher, Ijaz Rashid, Elise Quevedo, Holly Clark, Sharan Hunjan, Vicky K. Foster, Tina Tancakova, Michael Patil, Amarinder Sodhi, Sean Moon, Claire Ashton, David Golt, Celine Jedidi, Barrie Martin, Morris Minelli, Manisha Nagar, Shane Salter, Neil Alexander Smith, Michael Vardian, ","infidelity, marital infidelity, adulterous wife, adultery, cheating wife, cuckold, cheating fiance, cheating girlfriend, dancing, love, army, bomb, indian army, accident, musician, bomb squad, death, amnesia, diary, immigrant, retrograde amnesia, motorcycle accident, london underground, kashmir, unrequited love, fearlessness, death wish, heartbreak, church, odd job, waiter, filmmaker, indian abroad, love triangle, father daughter relationship, reference to the discovery channel, camera, disarming a bomb, defusing bomb, defusing a bomb, dangerous job, explosive, london england, flashback, rescue from drowning, ",A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.
31,Sholay (1975),tt0073707,15 August 1975,"Action, Adventure, Comedy",8.2,53K,"Sanjeev Kumar, Dharmendra, Amitabh Bachchan, Amjad Khan, Hema Malini, Jaya Bachchan, A.K. Hangal, Satyendra Kapoor, Iftekhar, Leela Mishra, Mac Mohan, Sachin Pilgaonkar, Asrani, Viju Khote, Major Anand, Bihari, Alankar Joshi, Keshto Mukherjee, Vikas Anand, Bhagwan Sinha, Arvind Joshi, Baby Bhanumati, Mushtaq Merchant, Mansaram, Mamaji, Jerry, Birbal, Raj Kishore, Habib, Rajan Kapoor, Darshan, Maula, Kedar Brown, D. Jyothi, Rajeshwari, Krishna, Vinni, Girija, Surender, Rajesh, Gita Siddharth, Helen, Paidi Jairaj, Jagdeep, Jalal Agha, Om Shivpuri, Sharad Kumar, Harbans Darshan M. Arora, Jullian, Maqsood, Surendra Rahi, Kedarnath Saigal, ","bandit gang, bounty hunter, friendship between men, widow, villain, bandit, police officer, vengeance, train, revenge, epic, cult film, harmonica, famous line, self justice, freeze frame, flashback, best friend, death of friend, india, forced to dance, horse drawn carriage, prison warden, love, shot to death, escape from prison, anger, tragic event, murder, action hero, torture, evil man, capture, two man army, blind man, talking to god, suicide threat, village, death of family, tough guy, motorcycle with a sidecar, shootout, murder of family, loss of family, grief, arm amputation, russian roulette, holi, kidnapping, violence, death of son, curry western, catchphrase, fistfight, train station, chase, slow motion scene, beating, corpse, shotgun, dancer, flirting, falling in love, servant, blindness, rural setting, marriage proposal, drunkenness, handcuffs, horse riding, father in law daughter in law relationship, reference to god, machismo, idol, horse chase, water tower, extortion, police, fight, escape, police shootout, symbolism, harmonica player, temple, one word title, motorcycle, coin tossing, fragments of glass, blood, prison, charlie chaplin look alike, death of child, ","After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
32,Don 2 (2011),tt1285241,22 December 2011,"Action, Crime, Thriller",7.1,51K,"Shah Rukh Khan, Priyanka Chopra Jonas, Boman Irani, Lara Dutta, Kunal Kapoor, Om Puri, Nawab Shah, Alyy Khan, Sahil Shroff, Florian Lukas, Leonard Benhaus, Hrithik Roshan, Andreas Adam, Marco Ammer, Günter Barton, Sasan Bhaktiari, Hans-Eckart Eckhardt, Hermann Eppert, Florian Fitz, Stefan Flosbach, Christian Goebel, Martin Goeres, Redzuan Hashim, Dirk R. Heidinger, Timo Honsa, Sten Jacobs, Bianca Karsten, Hurair Khan, Rajesh Khattar, Senta Dorothea Kirschner, Frank Christian Marx, Jan Noack, Norbert Pinz, Adi Putra, Rainer Ramin, Volker Scheuerer, Klaus Schindler, Rike Schmid, Earl Vincent Sherwood II, Dalip Singh, Paula Martin Silva, Wolfgang Stegemann, Ralf Tillmann, Nicolas Walier, Jason West, Alexander Yassin, Martina Ysker, Adamas Hira, ","bad guy wins, surrender, bank, deception, scheme, shootout, hostage, held at gunpoint, shot in the stomach, liar, motorcycle, exploding car, anti hero, brandenburg gate berlin, berlin germany, car chase, prison break, prison, moll, heist, tough guy, numbered sequel, sequel to remake, second part, sequel, revenge, character name in title, ","Don turns himself in and escapes with Vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin."
33,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
34,Special 26 (2013),tt2377938,7 February 2013,"Crime, Drama, Thriller",8.0,53K,"Akshay Kumar, Anupam Kher, Manoj Bajpayee, Jimmy Sheirgill, Kajal Aggarwal, Divya Dutta, Kishore Kadam, Rajesh Sharma, Deepraj Rana, Vipin Sharma, Sukhwinder Chahal, Abha Parmar, Mukesh S. Bhatt, Ujjwal Chopra, Tiku Talsania, Paritosh Sand, Aparna Ghoshal, Sumeet, Gurpal Singh, Jarnail Singh, Rajbir Kaur, Ronika, Neetu Singh, Khushmeet Gill, Prema Sakhardande, Kharaj Mukherjee, Kanwar Jagdish, Mohan Kaushik, Aditya Sharma, Vijay Badlani, Sharad Shetty, Suraj Gupta, Sachin Nayak, Neelam Gupta, Happy Taneja, Nayani Dixit, Gaurav Sharma, Sumesh Krishnan, Dipak Tokes, Bhagwan Tiwari, Vikas Shrivastav, Rajesh Singh, Chandra Prakash, Adithi Kalkunte, Ishita Vyas, Shweta Dadhich, Omar Vani, Bobby Bedi, Atul Sharma, Chirag Dave, Anshuman Pandey, Raj S. Singh, Suumeet Darshan, Sadh Orhan, Rahaao, Hemant Bhist, Sahitya Gupta, Ram Mehr, Ashraf Ali, Bunty Chopra, Suchhi Kumar, Amit Shukla, Bajaj Aprajita, Vishwa Bhanu, Richa Srivastava, Firoz Khan, Gaurav Samiley, Kimberly, Akhil Alvi, Rajesh Rao, Rajesh Pandey, Sandeep Pandey, Abishake Sanqar, Rajesh Shukla, A.R. Rama, Joydeep Mukherjee, Avdhesh Kumar, Libert, Romi Siddique, Binit Goenka, Gaurrav Walia, Hariom Kalra, Gopal Bhardwaj, Javed Alam, Maansingh Meena, Ajmer Singh, Binda Paaji, Mukhtiar Singh, Ritik Dhawan, Rajbir Singh Anand, Amritpal Singh, Neeru Bajwa, ","raid, money, black money, heist, impersonation, con man, title spoken by character, india, 1980s, cbi, politician, robbery, bus, anti hero, minister, cbi officer, team, based on true story, ",A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.
